Название,Ссылка,shit,crap,Рейтинг,Смотрящих,Аудитория,Сезонов,Год,dell
Трансформеры. Кибервселенная  Transformers: Cyberverse,https://myshows.me/view/58519/,['catalogTableSubHeader'],,"['stars', '_3']",43,0.01%,3,2018,
Девочка по имени Джо  A Girl Named Jo,https://myshows.me/view/57885/,['catalogTableSubHeader'],,"['stars', '_4']",41,0.01%,3,2018,
The Clinton Affair  ,https://myshows.me/view/59314/,['catalogTableSubHeader'],,"['stars', '_4']",40,0.01%,1,2018,
A Day Before Us  ,https://myshows.me/view/66879/,['catalogTableSubHeader'],,"['stars', '_4']",40,0.01%,3,2018,
Признания бывших подростков  The Mortified Guide,https://myshows.me/view/56682/,['catalogTableSubHeader'],,"['stars', '_3']",36,0.01%,1,2018,
Изгои  Castaways,https://myshows.me/view/58243/,['catalogTableSubHeader'],,"['stars', '_3']",36,0.01%,1,2018,
Бока Хуниорс. Конфиденциально  Boca Juniors Confidential,https://myshows.me/view/58723/,['catalogTableSubHeader'],,"['stars', '_4']",34,0%,1,2018,
Заключенный  El Recluso,https://myshows.me/view/61244/,['catalogTableSubHeader'],,"['stars', '_3']",34,0%,1,2018,
За голосом Анитты  Vai Anitta,https://myshows.me/view/59743/,['catalogTableSubHeader'],,"['stars', '_4']",34,0%,1,2018,
Taskmaster  ,https://myshows.me/view/57376/,['catalogTableSubHeader'],,"['stars', '_4']",34,0%,1,2018,
Комедийный состав  The Comedy Lineup,https://myshows.me/view/58277/,['catalogTableSubHeader'],,"['stars', '_3']",33,0%,2,2018,
Norm Macdonald Has a Show  ,https://myshows.me/view/58472/,['catalogTableSubHeader'],,"['stars', '_4']",33,0%,1,2018,
Чёрное зеркальце  Czarne lusterko,https://myshows.me/view/59517/,['catalogTableSubHeader'],,"['stars', '_3']",31,0%,1,2018,
Старфолс   Star Falls,https://myshows.me/view/57146/,['catalogTableSubHeader'],,"['stars', '_3']",31,0%,1,2018,
Баллада об Уго Санчезе  Club de Cuervos presenta: La balada de Hugo Sánchez,https://myshows.me/view/57911/,['catalogTableSubHeader'],,"['stars', '_3']",30,0%,1,2018,
CLAIREvoyant  ,https://myshows.me/view/57547/,['catalogTableSubHeader'],,"['stars', '_4']",30,0%,1,2018,
Отдача  Rekyl,https://myshows.me/view/58657/,['catalogTableSubHeader'],,"['stars', '_3']",29,0%,1,2018,
Бобби Кеннеди в президенты  Bobby Kennedy for President,https://myshows.me/view/57368/,['catalogTableSubHeader'],,"['stars', '_4']",29,0%,1,2018,
Незнакомый поцелуй  Only Kiss Without Love,https://myshows.me/view/64128/,['catalogTableSubHeader'],,"['stars', '_3']",29,0%,1,2018,
Невиновных нет  Ingen utan skuld,https://myshows.me/view/59736/,['catalogTableSubHeader'],,"['stars', '_3']",28,0%,1,2018,
2000е  The 2000s,https://myshows.me/view/58782/,['catalogTableSubHeader'],,"['stars', '_3']",28,0%,1,2018,
Все или ничего: Новозеландские «Олл Блэкс»  All or Nothing: New Zealand All Blacks,https://myshows.me/view/57714/,['catalogTableSubHeader'],,"['stars', '_4']",27,0%,1,2018,
Pink Collar Crimes  ,https://myshows.me/view/58146/,['catalogTableSubHeader'],,"['stars', '_4']",26,0%,1,2018,
LEGO Мир Юрского периода: Секретный экспонат   LEGO Jurassic World: The Secret Exhibit,https://myshows.me/view/59499/,['catalogTableSubHeader'],,"['stars', '_4']",25,0%,1,2018,
Все или ничего: Мичиган Вулверинс  All or Nothing: The Michigan Wolverines,https://myshows.me/view/57537/,['catalogTableSubHeader'],,"['stars', '_3']",25,0%,1,2018,
Darken: Before the Dark  ,https://myshows.me/view/56797/,['catalogTableSubHeader'],,"['stars', '_3']",25,0%,1,2018,
Ted Bundy: Serial Monster  ,https://myshows.me/view/60355/,['catalogTableSubHeader'],,"['stars', '_4']",25,0%,1,2018,
Самый умный  Genius Junior,https://myshows.me/view/56798/,['catalogTableSubHeader'],,"['stars', '_2']",22,0%,1,2018,
My Dead Ex  ,https://myshows.me/view/57550/,['catalogTableSubHeader'],,"['stars', '_5']",22,0%,1,2018,
The Four: Battle for Stardom  ,https://myshows.me/view/56085/,['catalogTableSubHeader'],,"['stars', '_4']",21,0%,2,2018,
Minecraft: Story Mode  ,https://myshows.me/view/63501/,['catalogTableSubHeader'],,"['stars', '_4']",18,0%,1,2018,
Автомата  Automata,https://myshows.me/view/58171/,['catalogTableSubHeader'],,"['stars', '_4']",18,0%,1,2018,
Элвис Пресли: Искатель  Elvis Presley: The Searcher,https://myshows.me/view/57837/,['catalogTableSubHeader'],,"['stars', '_4']",18,0%,1,2018,
Нет времени на любовь  No Time for Love,https://myshows.me/view/63137/,['catalogTableSubHeader'],,"['stars', '_4']",17,0%,1,2018,
Детки с улицы Харви  Harvey Girls Forever!,https://myshows.me/view/58229/,['catalogTableSubHeader'],,"['stars', '_3']",17,0%,4,2018,
An American Murder Mystery: The Staircase  ,https://myshows.me/view/59033/,['catalogTableSubHeader'],,"['stars', '_1']",16,0%,1,2018,
Куп и Ками спрашивают у мира  Coop & Cami Ask the World,https://myshows.me/view/58989/,['catalogTableSubHeader'],,"['stars', '_3']",16,0%,2,2018,
Трансформеры. Боты-спасатели. Академия  Transformers: Rescue Bots Academy,https://myshows.me/view/61790/,['catalogTableSubHeader'],,"['stars', '_3']",14,0%,2,2018,
Afflicted  ,https://myshows.me/view/58441/,['catalogTableSubHeader'],,"['stars', '_2']",14,0%,1,2018,
Столкновение микрофонов с Джеффом Россом и Дейвом Аттеллом  Bumping Mics with Jeff Ross & Dave Attell,https://myshows.me/view/59733/,['catalogTableSubHeader'],,"['stars', '_3']",14,0%,1,2018,
Полное затмение  Total Eclipse,https://myshows.me/view/58510/,['catalogTableSubHeader'],,"['stars', '_3']",13,0%,5,2018,
Быть Марио Гётце   Being Mario Götze,https://myshows.me/view/64772/,['catalogTableSubHeader'],,"['stars', '_5']",13,0%,1,2018,
История Бобби Брауна   The Bobby Brown Story,https://myshows.me/view/58576/,['catalogTableSubHeader'],,"['stars', '_3']",13,0%,1,2018,
The Who Was? Show  ,https://myshows.me/view/57634/,['catalogTableSubHeader'],,"['stars', '_3']",13,0%,1,2018,
"Enemies: The President, Justice, & The FBI  ",https://myshows.me/view/59315/,['catalogTableSubHeader'],,"['stars', '_4']",13,0%,1,2018,
72 Dangerous Animals: Asia  ,https://myshows.me/view/61705/,['catalogTableSubHeader'],,"['stars', '_5']",13,0%,1,2018,
Death Row Chronicles  ,https://myshows.me/view/56933/,['catalogTableSubHeader'],,"['stars', '_5']",12,0%,1,2018,
Эмми для Меган  An Emmy for Megan,https://myshows.me/view/57473/,['catalogTableSubHeader'],,"['stars', '_3']",12,0%,2,2018,
The Last Defense  ,https://myshows.me/view/57620/,['catalogTableSubHeader'],,"['stars', '_4']",12,0%,1,2018,
Легенда о трёх кабальеро  Legend of the Three Caballeros,https://myshows.me/view/58264/,['catalogTableSubHeader'],,"['stars', '_4']",12,0%,1,2018,
Рыбный замес  Battlefish,https://myshows.me/view/58778/,['catalogTableSubHeader'],,"['stars', '_4']",12,0%,1,2018,
Писториус  Pistorius,https://myshows.me/view/58730/,['catalogTableSubHeader'],,"['stars', '_3']",12,0%,1,2018,
Три вождя  Inside North Korea's Dynasty,https://myshows.me/view/59454/,['catalogTableSubHeader'],,"['stars', '_5']",12,0%,1,2018,
Приключения Рокки и Буллвинкля  The Adventures of Rocky and Bullwinkle,https://myshows.me/view/57606/,['catalogTableSubHeader'],,"['stars', '_3']",11,0%,1,2018,
Watergate  ,https://myshows.me/view/59230/,['catalogTableSubHeader'],,"['stars', '_3']",11,0%,1,2018,
American Ninja Warrior: Ninja vs. Ninja  ,https://myshows.me/view/56801/,['catalogTableSubHeader'],,"['stars', '_4']",11,0%,1,2018,
Your Imagination Becomes Reality  ,https://myshows.me/view/65311/,['catalogTableSubHeader'],,"['stars', '_4']",10,0%,1,2018,
Моя щенячья любовь  My Woofy Poofy Love,https://myshows.me/view/67330/,['catalogTableSubHeader'],,"['stars', '_4']",10,0%,1,2018,
The Honeymoon Stand Up Special  ,https://myshows.me/view/59011/,['catalogTableSubHeader'],,"['stars', '_3']",10,0%,1,2018,
Terrorism Close Calls  ,https://myshows.me/view/59178/,['catalogTableSubHeader'],,"['stars', '_3']",9,0%,1,2018,
Kanaga  ,https://myshows.me/view/56807/,['catalogTableSubHeader'],,"['stars', '_3']",9,0%,1,2018,
Салон  SALON,https://myshows.me/view/70704/,['catalogTableSubHeader'],,"['stars', '_3']",9,0%,1,2018,
Dystopia  ,https://myshows.me/view/59542/,['catalogTableSubHeader'],,"['stars', '_2']",8,0%,1,2018,
Dancing with the Stars: Juniors  ,https://myshows.me/view/58947/,['catalogTableSubHeader'],,"['stars', '_4']",8,0%,1,2018,
The Tesla Files  ,https://myshows.me/view/57435/,['catalogTableSubHeader'],,"['stars', '_4']",8,0%,1,2018,
Биение сердца - Перезагрузка  The Sound of Your Heart: Reboot,https://myshows.me/view/59572/,['catalogTableSubHeader'],,"['stars', '_3']",8,0%,2,2018,
Grace vs. Abrams  ,https://myshows.me/view/57175/,['catalogTableSubHeader'],,"['stars', '_4']",8,0%,1,2018,
Приключения Опасного Малого  The Adventures of Kid Danger,https://myshows.me/view/58614/,['catalogTableSubHeader'],,"['stars', '_5']",8,0%,1,2018,
The 1990s: The Deadliest Decade  ,https://myshows.me/view/59282/,['catalogTableSubHeader'],,"['stars', '_3']",8,0%,1,2018,
Invisible Killers  ,https://myshows.me/view/57563/,['catalogTableSubHeader'],,"['stars', '_4']",8,0%,1,2018,
A Little Help with Carol Burnett  ,https://myshows.me/view/57380/,['catalogTableSubHeader'],,"['stars', '_2']",7,0%,1,2018,
Unspeakable Crime: The Killing of Jessica Chambers  ,https://myshows.me/view/59272/,['catalogTableSubHeader'],,"['stars', '_0']",7,0%,1,2018,
Love Is ___  ,https://myshows.me/view/57683/,['catalogTableSubHeader'],,"['stars', '_0']",7,0%,1,2018,
The Disappearance of Crystal Rogers  ,https://myshows.me/view/58467/,['catalogTableSubHeader'],,"['stars', '_0']",7,0%,1,2018,
The Bachelor Winter Games  ,https://myshows.me/view/56683/,['catalogTableSubHeader'],,"['stars', '_5']",7,0%,1,2018,
Vet Gone Wild  ,https://myshows.me/view/58030/,['catalogTableSubHeader'],,"['stars', '_2']",7,0%,1,2018,
Женщины мафии  Kobiety mafii,https://myshows.me/view/70705/,['catalogTableSubHeader'],,"['stars', '_4']",7,0%,2,2018,
My Baby Bright  ,https://myshows.me/view/70682/,['catalogTableSubHeader'],,"['stars', '_5']",7,0%,2,2018,
Рубироса  Rubirosa,https://myshows.me/view/70347/,['catalogTableSubHeader'],,"['stars', '_4']",6,0%,1,2018,
Amanda to the Rescue  ,https://myshows.me/view/59982/,['catalogTableSubHeader'],,"['stars', '_5']",6,0%,2,2018,
Real Life Love Story  ,https://myshows.me/view/63135/,['catalogTableSubHeader'],,"['stars', '_0']",6,0%,4,2018,
Native America  ,https://myshows.me/view/59333/,['catalogTableSubHeader'],,"['stars', '_4']",6,0%,1,2018,
YOUniverse  ,https://myshows.me/view/57518/,['catalogTableSubHeader'],,"['stars', '_5']",6,0%,1,2018,
Empire Games  ,https://myshows.me/view/58923/,['catalogTableSubHeader'],,"['stars', '_4']",6,0%,1,2018,
Hunting ISIS  ,https://myshows.me/view/57731/,['catalogTableSubHeader'],,"['stars', '_0']",5,0%,1,2018,
Hitler Youth  ,https://myshows.me/view/57581/,['catalogTableSubHeader'],,"['stars', '_4']",5,0%,1,2018,
The Killer Closer  ,https://myshows.me/view/60767/,['catalogTableSubHeader'],,"['stars', '_0']",5,0%,1,2018,
Свои шутки  Inside Jokes,https://myshows.me/view/59677/,['catalogTableSubHeader'],,"['stars', '_3']",5,0%,1,2018,
Astronomy Club  ,https://myshows.me/view/59252/,['catalogTableSubHeader'],,"['stars', '_5']",5,0%,1,2018,
Chain of Command  ,https://myshows.me/view/56834/,['catalogTableSubHeader'],,"['stars', '_0']",5,0%,1,2018,
Broken Trust  ,https://myshows.me/view/60578/,['catalogTableSubHeader'],,"['stars', '_4']",4,0%,1,2018,
TayNew Meal Date  ,https://myshows.me/view/70366/,['catalogTableSubHeader'],,"['stars', '_4']",4,0%,1,2018,
Live PD Presents: PD Cam  ,https://myshows.me/view/63246/,['catalogTableSubHeader'],,"['stars', '_5']",4,0%,4,2018,
Jimmy: The True Story of a True Idiot  ,https://myshows.me/view/58173/,['catalogTableSubHeader'],,"['stars', '_1']",4,0%,1,2018,
Japan: Between Earth and Sky  ,https://myshows.me/view/60492/,['catalogTableSubHeader'],,"['stars', '_4']",4,0%,1,2018,
13 причин почему  13 Reasons Why,https://myshows.me/view/52409/,['catalogTableSubHeader'],,"['stars', '_4']",123 277,17.49%,4,2017,
Большая маленькая ложь  Big Little Lies,https://myshows.me/view/50145/,['catalogTableSubHeader'],,"['stars', '_4']",78 978,11.21%,2,2017,
Тьма  Dark,https://myshows.me/view/55085/,['catalogTableSubHeader'],,"['stars', '_4']",75 223,10.67%,3,2017,
Американские боги  American Gods,https://myshows.me/view/48920/,['catalogTableSubHeader'],,"['stars', '_4']",69 796,9.9%,3,2017,
Охотник за разумом  MINDHUNTER,https://myshows.me/view/52794/,['catalogTableSubHeader'],,"['stars', '_4']",47 719,6.77%,2,2017,
Легион  Legion,https://myshows.me/view/48197/,['catalogTableSubHeader'],,"['stars', '_4']",46 583,6.61%,3,2017,
Каратель  Marvel's The Punisher,https://myshows.me/view/49255/,['catalogTableSubHeader'],,"['stars', '_4']",38 972,5.53%,2,2017,
Защитники  Marvel's The Defenders,https://myshows.me/view/44952/,['catalogTableSubHeader'],,"['stars', '_4']",34 084,4.84%,1,2017,
Лемони Сникет: 33 несчастья  A Series of Unfortunate Events,https://myshows.me/view/48982/,['catalogTableSubHeader'],,"['stars', '_4']",33 130,4.7%,3,2017,
Железный кулак  Marvel's Iron Fist,https://myshows.me/view/39601/,['catalogTableSubHeader'],,"['stars', '_4']",32 000,4.54%,2,2017,
Одаренные  The Gifted,https://myshows.me/view/52901/,['catalogTableSubHeader'],,"['stars', '_4']",24 623,3.49%,2,2017,
Мистер Мерседес  Mr. Mercedes,https://myshows.me/view/53585/,['catalogTableSubHeader'],,"['stars', '_4']",22 059,3.13%,3,2017,
Хэппи!  Happy!,https://myshows.me/view/54629/,['catalogTableSubHeader'],,"['stars', '_4']",19 777,2.81%,2,2017,
Американский вандал  American Vandal,https://myshows.me/view/54433/,['catalogTableSubHeader'],,"['stars', '_4']",17 842,2.53%,2,2017,
Сверхлюди  Marvel's Inhumans,https://myshows.me/view/51591/,['catalogTableSubHeader'],,"['stars', '_3']",15 951,2.26%,1,2017,
Беглецы  Marvel's Runaways,https://myshows.me/view/50826/,['catalogTableSubHeader'],,"['stars', '_4']",15 551,2.21%,3,2017,
Изумрудный город  Emerald City,https://myshows.me/view/50708/,['catalogTableSubHeader'],,"['stars', '_4']",15 518,2.2%,1,2017,
Мгла  The Mist,https://myshows.me/view/44546/,['catalogTableSubHeader'],,"['stars', '_3']",14 688,2.08%,1,2017,
Двойка  The Deuce,https://myshows.me/view/51831/,['catalogTableSubHeader'],,"['stars', '_4']",14 039,1.99%,3,2017,
Человек будущего  Future Man,https://myshows.me/view/54291/,['catalogTableSubHeader'],,"['stars', '_4']",12 780,1.81%,3,2017,
Двойник  Counterpart,https://myshows.me/view/48015/,['catalogTableSubHeader'],,"['stars', '_4']",12 600,1.79%,2,2017,
Блеск  GLOW,https://myshows.me/view/52797/,['catalogTableSubHeader'],,"['stars', '_4']",10 975,1.56%,3,2017,
Забытые Богом  Godless,https://myshows.me/view/49373/,['catalogTableSubHeader'],,"['stars', '_4']",9 831,1.4%,1,2017,
Большой куш  Snatch,https://myshows.me/view/49189/,['catalogTableSubHeader'],,"['stars', '_4']",9 006,1.28%,2,2017,
Вражда  Feud,https://myshows.me/view/52249/,['catalogTableSubHeader'],,"['stars', '_4']",8 954,1.27%,1,2017,
"Миднайт, Техас	  Midnight, Texas",https://myshows.me/view/49403/,['catalogTableSubHeader'],,"['stars', '_4']",8 823,1.25%,2,2017,
Диета из Санта-Клариты  Santa Clarita Diet,https://myshows.me/view/51692/,['catalogTableSubHeader'],,"['stars', '_4']",8 742,1.24%,3,2017,
Утиные истории  DuckTales,https://myshows.me/view/51467/,['catalogTableSubHeader'],,"['stars', '_4']",7 823,1.11%,3,2017,
